title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,runtime,rating,introduction,produce_year
Downfall,/title/tt0363163/,https://www.metacritic.com/movie/downfall?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,347591,82.0,R,156 min,156,8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",2004
Tangled,/title/tt0398286/,https://www.metacritic.com/movie/tangled?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,435009,71.0,PG,100 min,100,7.7,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010
Amadeus,/title/tt0086879/,https://www.metacritic.com/movie/amadeus?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",R,390191,88.0,R,160 min,160,8.3,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",1984
Incendies,/title/tt1255953/,https://www.metacritic.com/movie/incendies?ftag=MCD-06-10aaa1c,"Drama,Mystery,War",R,169555,80.0,R,131 min,131,8.3,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,2010
Sin City,/title/tt0401792/,https://www.metacritic.com/movie/sin-city?ftag=MCD-06-10aaa1c,"Crime,Thriller",R,756925,74.0,R,124 min,124,8.0,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",2005
The Incredibles,/title/tt0317705/,https://www.metacritic.com/movie/the-incredibles?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,696868,90.0,PG,115 min,115,8.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",2004
Before Sunrise,/title/tt0112471/,https://www.metacritic.com/movie/before-sunrise?ftag=MCD-06-10aaa1c,"Drama,Romance",R,295004,77.0,R,101 min,101,8.1,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",1995
Rocky,/title/tt0075148/,https://www.metacritic.com/movie/rocky?ftag=MCD-06-10aaa1c,"Drama,Sport",PG,553684,70.0,PG,120 min,120,8.1,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,1976
Gran Torino,/title/tt1205489/,https://www.metacritic.com/movie/gran-torino?ftag=MCD-06-10aaa1c,Drama,R,755871,72.0,R,116 min,116,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008
Spotlight,/title/tt1895587/,https://www.metacritic.com/movie/spotlight?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,454391,93.0,R,129 min,129,8.1,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015
Edge of Tomorrow,/title/tt1631867/,https://www.metacritic.com/movie/edge-of-tomorrow?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,648769,71.0,PG-13,113 min,113,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",2014
Dances with Wolves,/title/tt0099348/,https://www.metacritic.com/movie/dances-with-wolves?ftag=MCD-06-10aaa1c,"Adventure,Drama,Western",PG-13,256022,72.0,PG-13,181 min,181,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",1990
Shrek,/title/tt0126029/,https://www.metacritic.com/movie/shrek?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,652360,84.0,PG,90 min,90,7.9,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001
Indiana Jones and the Last Crusade,/title/tt0097576/,https://www.metacritic.com/movie/indiana-jones-and-the-last-crusade?ftag=MCD-06-10aaa1c,"Action,Adventure",PG-13,731862,65.0,PG-13,127 min,127,8.2,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",1989
Unforgiven,/title/tt0105695/,https://www.metacritic.com/movie/unforgiven?ftag=MCD-06-10aaa1c,"Drama,Western",R,400294,85.0,R,130 min,130,8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",1992
Willy Wonka & the Chocolate Factory,/title/tt0067992/,https://www.metacritic.com/movie/willy-wonka-the-chocolate-factory?ftag=MCD-06-10aaa1c,"Family,Fantasy,Musical",G,194436,67.0,G,100 min,100,7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,1971
Star Trek Into Darkness,/title/tt1408101/,https://www.metacritic.com/movie/star-trek-into-darkness?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,477260,72.0,PG-13,132 min,132,7.7,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013
A Bronx Tale,/title/tt0106489/,https://www.metacritic.com/movie/a-bronx-tale?ftag=MCD-06-10aaa1c,"Crime,Drama",R,137111,80.0,R,121 min,121,7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,1993
The Sound of Music,/title/tt0059742/,https://www.metacritic.com/movie/the-sound-of-music?ftag=MCD-06-10aaa1c,"Biography,Drama,Family",G,222313,63.0,G,172 min,172,8.0,A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,1965
Platoon,/title/tt0091763/,https://www.metacritic.com/movie/platoon?ftag=MCD-06-10aaa1c,"Drama,War",R,403022,92.0,R,120 min,120,8.1,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",1986
Training Day,/title/tt0139654/,https://www.metacritic.com/movie/training-day?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,419533,69.0,R,122 min,122,7.7,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,2001
"Lock, Stock and Two Smoking Barrels",/title/tt0120735/,https://www.metacritic.com/movie/lock-stock-and-two-smoking-barrels?ftag=MCD-06-10aaa1c,"Action,Comedy,Crime",R,566563,66.0,R,107 min,107,8.2,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",1998
Midnight Cowboy,/title/tt0064665/,https://www.metacritic.com/movie/midnight-cowboy?ftag=MCD-06-10aaa1c,Drama,R,108575,79.0,R,113 min,113,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",1969
Finding Nemo,/title/tt0266543/,https://www.metacritic.com/movie/finding-nemo?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,1006743,90.0,G,100 min,100,8.1,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",2003
WALL·E,/title/tt0910970/,https://www.metacritic.com/movie/wall-e?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",G,1071003,95.0,G,98 min,98,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",2008
The Royal Tenenbaums,/title/tt0265666/,https://www.metacritic.com/movie/the-royal-tenenbaums?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,284700,76.0,R,110 min,110,7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,2001
Some Like It Hot,/title/tt0053291/,https://www.metacritic.com/movie/some-like-it-hot?ftag=MCD-06-10aaa1c,"Comedy,Music,Romance",Passed,259851,98.0,Passed,121 min,121,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",1959
The Bourne Identity,/title/tt0258463/,https://www.metacritic.com/movie/the-bourne-identity?ftag=MCD-06-10aaa1c,"Action,Mystery,Thriller",PG-13,534421,68.0,PG-13,119 min,119,7.9,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",2002
Cast Away,/title/tt0162222/,https://www.metacritic.com/movie/cast-away?ftag=MCD-06-10aaa1c,"Adventure,Drama,Romance",PG-13,569720,73.0,PG-13,143 min,143,7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,2000
Rush,/title/tt1979320/,https://www.metacritic.com/movie/rush?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",R,463651,74.0,R,123 min,123,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,2013
The Trial of the Chicago 7,/title/tt1070874/,https://www.metacritic.com/movie/the-trial-of-the-chicago-7?ftag=MCD-06-10aaa1c,"Drama,History,Thriller",R,167927,76.0,R,129 min,129,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",2020
Magnolia,/title/tt0175880/,https://www.metacritic.com/movie/magnolia?ftag=MCD-06-10aaa1c,Drama,R,305646,77.0,R,188 min,188,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",1999
To Have and Have Not,/title/tt0037382/,https://www.metacritic.com/movie/to-have-and-have-not?ftag=MCD-06-10aaa1c,"Adventure,Comedy,Film-Noir",Passed,33853,90.0,Passed,100 min,100,7.8,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",1944
The Fault in Our Stars,/title/tt2582846/,https://www.metacritic.com/movie/the-fault-in-our-stars?ftag=MCD-06-10aaa1c,"Drama,Romance",PG-13,365503,69.0,PG-13,126 min,126,7.7,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,2014
My Cousin Vinny,/title/tt0104952/,https://www.metacritic.com/movie/my-cousin-vinny?ftag=MCD-06-10aaa1c,"Comedy,Crime",R,119718,68.0,R,120 min,120,7.6,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",1992
Rain Man,/title/tt0095953/,https://www.metacritic.com/movie/rain-man?ftag=MCD-06-10aaa1c,Drama,R,499020,65.0,R,133 min,133,8.0,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",1988
The Game,/title/tt0119174/,https://www.metacritic.com/movie/the-game?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",R,379123,61.0,R,129 min,129,7.7,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",1997
The Bridge on the River Kwai,/title/tt0050212/,https://www.metacritic.com/movie/the-bridge-on-the-river-kwai?ftag=MCD-06-10aaa1c,"Adventure,Drama,War",PG,215344,87.0,PG,161 min,161,8.1,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",1957
Argo,/title/tt1024648/,https://www.metacritic.com/movie/argo?ftag=MCD-06-10aaa1c,"Biography,Drama,Thriller",R,600671,86.0,R,120 min,120,7.7,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",2012
What We Do in the Shadows,/title/tt3416742/,https://www.metacritic.com/movie/what-we-do-in-the-shadows?ftag=MCD-06-10aaa1c,"Comedy,Horror",R,175183,76.0,R,86 min,86,7.7,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",2014
Birdman or (The Unexpected Virtue of Ignorance),/title/tt2562232/,https://www.metacritic.com/movie/birdman-or-the-unexpected-virtue-of-ignorance?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,612877,87.0,R,119 min,119,7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",2014
Toy Story 4,/title/tt1979376/,https://www.metacritic.com/movie/toy-story-4?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,233667,84.0,G,100 min,100,7.7,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2019
When Harry Met Sally...,/title/tt0098635/,https://www.metacritic.com/movie/when-harry-met-sally?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,211126,76.0,R,95 min,95,7.6,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",1989
Lost in Translation,/title/tt0335266/,https://www.metacritic.com/movie/lost-in-translation?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,441374,89.0,R,102 min,102,7.7,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,2003
Children of Men,/title/tt0206634/,https://www.metacritic.com/movie/children-of-men?ftag=MCD-06-10aaa1c,"Action,Drama,Sci-Fi",R,488598,84.0,R,109 min,109,7.9,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",2006
Memories of Murder,/title/tt0353969/,https://www.metacritic.com/movie/memories-of-murder?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Not Rated,168526,82.0,Not Rated,132 min,132,8.1,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",2003
Crash,/title/tt0375679/,https://www.metacritic.com/movie/crash?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,431254,66.0,R,112 min,112,7.7,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2004
The Fighter,/title/tt0964517/,https://www.metacritic.com/movie/the-fighter?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",R,357216,79.0,R,116 min,116,7.8,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",2010
